Province,Electoral District/Circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Alberta","Medicine Hat","Bev Botter Liberal/Libéral","Medicine Hat, Alta./Alb.","Retired/Retraitée",3737,8.35,,
"Alberta","Medicine Hat","Wally Regehr N.D.P./N.P.D.","Medicine Hat, Alta./Alb.","Retired Educator/Éducateur retraité",3598,8.04,,
"Alberta","Medicine Hat","Kevin Dodd Green Party/Parti Vert","Suffield, Alta./Alb.","Cleaner/Nettoyeur",1746,3.9,,
"Alberta","Peace River","Chris Warkentin Conservative/Conservateur","Sexsmith, Alta./Alb.","Construction Manager/Directeur de travaux",27785,56.97,     17903,  36.7
"Alberta","Peace River","Bill Given Independent/Indépendant","Grande Prairie, Alta./Alb.","Retail Sales/Technicien en entretien et en réparation",9882,20.26,,
"Alberta","Peace River","Susan Thompson N.D.P./N.P.D.","Peace River, Alta./Alb.","Freelance Writer/Journalist/Rédactrice pigiste-Journaliste",5427,11.13,,
"Alberta","Peace River","Tanya Mary Kappo Liberal/Libéral","Edmonton, Alta./Alb.","Communication and Consultation Manager/Gestionnaire en communication et en consultation",4573,9.38,,
"Alberta","Peace River","Zane Lewis Green Party/Parti Vert","Bon Accord, Alta./Alb.","Construction/Construction",1102,2.26,,
"Alberta","Red Deer","Bob Mills ** Conservative/Conservateur","Red Deer, Alta./Alb.","Parliamentarian/Parlementaire",38375,75.75,     33341,  65.8
"Alberta","Red Deer","Kelly Bickford N.D.P./N.P.D.","Red Deer, Alta./Alb.","Health Care Provider/Fournisseuse de soins de santé",5034,9.94,,
"Alberta","Red Deer","Luke Kurata Liberal/Libéral","Red Deer, Alta./Alb.","Lawyer/Avocat",4636,9.15,,
"Alberta","Red Deer","Tanner Wade Waldo Green Party/Parti Vert","Red Deer, Alta./Alb.","Student/Étudiant",2618,5.17,,
"Alberta","Vegreville--Wainwright","Leon Benoit ** Conservative/Conservateur","Vermilion, Alta./Alb.","Parliamentarian/Parlementaire",37954,74.17,     33227,  64.9
"Alberta","Vegreville--Wainwright","Len Legault N.D.P./N.P.D.","Chauvin, Alta./Alb.","Rancher/Exploitant de ranch",4727,9.24,,
"Alberta","Vegreville--Wainwright","Duff Stewart Liberal/Libéral","Lloydminster, Alta./Alb.","Teacher/Enseignant",3873,7.57,,
"Alberta","Vegreville--Wainwright","Brian Rozmahel Green Party/Parti Vert","Viking, Alta./Alb.","Farmer/Agriculteur",3822,7.47,,
"Alberta","Vegreville--Wainwright","Robert Peter Kratchmer WBP/WBP","Wainwright, Alta./Alb.","Farmer/Agriculteur",431,.84,,
"Alberta","Vegreville--Wainwright","Blaine William Stephan Christian Heritage Party/Parti de l'Héritage Chrétien","Lloydminster, Alta./Alb.","Plumber/Plombier",364,.71,,
"Alberta","Westlock--St. Paul","Brian Storseth Conservative/Conservateur","St. Paul, Alta./Alb.","Business Owner/Insurance Agent/Propriétaire d'entreprise-Agent d'assurance",29698,68.22,     23167,  53.2
"Alberta","Westlock--St. Paul","Cory Ollikka Liberal/Libéral","Waskatenau, Alta./Alb.","Farmer/Agriculteur",6531,15,,
"Alberta","Westlock--St. Paul","Peter Opryshko N.D.P./N.P.D.","Boyle, Alta./Alb.","Farmer/Educator/Agriculteur-Éducateur",4368,10.03,,
"Alberta","Westlock--St. Paul","Richard De Smet Green Party/Parti Vert","Bon Accord, Alta./Alb.","Farrier/Maréchal-ferrant",2136,4.91,,
"Alberta","Westlock--St. Paul","Werner Gisler Independent/Indépendant","Bonnyville, Alta./Alb.","Farmer/Agriculteur",416,.96,,
"Alberta","Westlock--St. Paul","Clarence Schultz Independent/Indépendant","Westlock, Alta./Alb.","Farmer/Trucker/Agriculteur-Camionneur",381,.88,,
"Alberta","Wetaskiwin","Blaine Calkins Conservative/Conservateur","Lacombe, Alta./Alb.","College Instructor/Instructeur au niveau collégial",35776,75.15,     31335,  65.8
"Alberta","Wetaskiwin","Jim Graves N.D.P./N.P.D.","Lacombe, Alta./Alb.","Farmer/Agriculteur",4441,9.33,,
"Alberta","Wetaskiwin","Peter Crossley Liberal/Libéral","Rocky Mountain House, Alta./Alb.","Lawyer/Avocat",4371,9.18,,
"Alberta","Wetaskiwin","Tom Lampman Green Party/Parti Vert","Calmar, Alta./Alb.","Consultant/Consultant",3016,6.34,,
"Alberta","Wild Rose","Myron Thompson ** Conservative/Conservateur","Sundre, Alta./Alb.","Parliamentarian/Parlementaire",39487,72.17,     33558,  61.3
"Alberta","Wild Rose","Sean Maw Green Party/Parti Vert","Cochrane, Alta./Alb.","College Instructor/Instructeur au niveau collégial",5929,10.84,,
"Alberta","Wild Rose","Judy Stewart Liberal/Libéral","Cochrane, Alta./Alb.","Lawyer/Avocate",5331,9.74,,
"Alberta","Wild Rose","Shannon Nelles N.D.P./N.P.D.","Airdrie, Alta./Alb.","Homemaker/Maîtresse de maison",3968,7.25,,
"Alberta","Yellowhead","Rob Merrifield ** Conservative/Conservateur","Whitecourt, Alta./Alb.","Parliamentarian/Parlementaire",30640,71.19,     25928,  60.2
"Alberta","Yellowhead","Noel Lapierre N.D.P./N.P.D.","Hinton, Alta./Alb.","Millwright/Monteur de machinerie",4712,10.95,,
"Alberta","Yellowhead","Nancy Love Liberal/Libéral","Calgary, Alta./Alb.","Mediator/Médiatrice",4066,9.45,,
"Alberta","Yellowhead","Monika Schaefer Green Party/Parti Vert","Jasper, Alta./Alb.","Violin Teacher/Professeure de violon",2856,6.64,,
"Alberta","Yellowhead","John Marvin Wierenga Christian Heritage Party/Parti de l'Héritage Chrétien","Neerlandia, Alta./Alb.","Journeyman Welder/Compagnon soudeur",765,1.78,,
"British Columbia/Colombie-Britannique","Abbotsford","Ed Fast Conservative/Conservateur","Abbotsford, B.C./C.-B.","Lawyer/Avocat",29825,63.27,     21821,  46.3
"British Columbia/Colombie-Britannique","Abbotsford","Jeffrey Hansen-Carlson N.D.P./N.P.D.","Abbotsford, B.C./C.-B.","Shipper/Receiver/Expéditionnaire-Réceptionnaire",8004,16.98,,
"British Columbia/Colombie-Britannique","Abbotsford","David Oliver Liberal/Libéral","Abbotsford, B.C./C.-B.","Businessman/Homme d'affaires",5976,12.68,,
"British Columbia/Colombie-Britannique","Abbotsford","Stephanie Ashley-Pryce Green Party/Parti Vert","Abbotsford, B.C./C.-B.","Student/Étudiante",2740,5.81,,
"British Columbia/Colombie-Britannique","Abbotsford","Tim Felger Marijuana Party/Parti Marijuana","Abbotsford, B.C./C.-B.","Businessman/Homme d'affaires",334,.71,,
"British Columbia/Colombie-Britannique","Abbotsford","Richard Gebert Canadian Action/Action canadienne","Abbotsford, B.C./C.-B.","Retired Building Contractor/Entrepreneur en construction à la retraite ",173,.37,,
"British Columbia/Colombie-Britannique","Abbotsford","David S. MacKay Marxist-Leninist/Marxiste-Léniniste","Vancouver, B.C./C.-B.","ESL Instructor/Professeur d'anglais langue seconde",86,.18,,
"British Columbia/Colombie-Britannique","British Columbia Southern Interior/Colombie-Britannique-Southern Interior","Alex Atamanenko N.D.P./N.P.D.","Castlegar, B.C./C.-B.","Retired Teacher/Enseignant retraité",22742,48.96,     13359,  28.8
"British Columbia/Colombie-Britannique","British Columbia Southern Interior/Colombie-Britannique-Southern Interior","Bill Profili Liberal/Libéral","Rossland, B.C./C.-B.","Paramedic/Ambulancier paramédical",9383,20.2,,
"British Columbia/Colombie-Britannique","British Columbia Southern Interior/Colombie-Britannique-Southern Interior","Derek Zeisman Conservative/Conservateur","Trail, B.C./C.-B.","Trade Commissioner/Délégué commercial",8948,19.26,,
"British Columbia/Colombie-Britannique","British Columbia Southern Interior/Colombie-Britannique-Southern Interior","Scott Leyland Green Party/Parti Vert","Rossland, B.C./C.-B.","Physiotherapist/Physiothérapeute",5258,11.32,,
"British Columbia/Colombie-Britannique","British Columbia Southern Interior/Colombie-Britannique-Southern Interior","Brian Sproule Marxist-Leninist/Marxiste-Léniniste","Port Moody, B.C./C.-B.","Health Care Worker/Travailleur de la santé",123,.26,,
"British Columbia/Colombie-Britannique","Burnaby--Douglas","Bill Siksay ** N.D.P./N.P.D.","Burnaby, B.C./C.-B.","Parliamentarian/Parlementaire",17323,35.57,      1244,   2.6
"British Columbia/Colombie-Britannique","Burnaby--Douglas","Bill Cunningham Liberal/Libéral","Burnaby, B.C./C.-B.","Banker/Banquier",16079,33.02,,
"British Columbia/Colombie-Britannique","Burnaby--Douglas","George Drazenovic Conservative/Conservateur","Burnaby, B.C./C.-B.","Accountant/Comptable",13467,27.65,,
"British Columbia/Colombie-Britannique","Burnaby--Douglas","Ray Power Green Party/Parti Vert","Burnaby, B.C./C.-B.","Businessman/Homme d'affaires",1694,3.48,,
"British Columbia/Colombie-Britannique","Burnaby--Douglas","Timothy George Gidora Communist/Communiste","Coquitlam, B.C./C.-B.","Political Organizer/Organisateur politique",138,.28,,
"British Columbia/Colombie-Britannique","Burnaby--New Westminster","Peter Julian ** N.D.P./N.P.D.","New Westminster, B.C./C.-B.","Parliamentarian/Parlementaire",17391,38.79,      3971,   8.9
"British Columbia/Colombie-Britannique","Burnaby--New Westminster","Mary Pynenburg Liberal/Libéral","New Westminster, B.C./C.-B.","Urban Planner/Urbaniste",13420,29.94,,
"British Columbia/Colombie-Britannique","Burnaby--New Westminster","Marc Dalton Conservative/Conservateur","Maple Ridge, B.C./C.-B.","Teacher/Enseignant",12364,27.58,,
"British Columbia/Colombie-Britannique","Burnaby--New Westminster","Scott Henry Janzen Green Party/Parti Vert","Burnaby, B.C./C.-B.","Electrical Engineer/Ingénieur électricien",1654,3.69,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","Dick Harris ** Conservative/Conservateur","Prince George, B.C./C.-B.","Parliamentarian/Parlementaire",19624,44.94,      9115,  20.9
"British Columbia/Colombie-Britannique","Cariboo--Prince George","Simon Yu Liberal/Libéral","Prince George, B.C./C.-B.","Professional Engineer/Ingénieur",10509,24.07,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","Alfred Julian Trudeau N.D.P./N.P.D.","Quesnel, B.C./C.-B.","Labourer/Manoeuvre",10129,23.2,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","Alex Bracewell Green Party/Parti Vert","Tatlayoko Lake, B.C./C.-B.","Tourism/Rancher/Tourisme-Exploitant de ranch",2416,5.53,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","Christopher S. M. Kempling Christian Heritage Party/Parti de l'Héritage Chrétien","Quesnel, B.C./C.-B.","Counsellor/Conseiller",505,1.16,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","Bev Collins Canadian Action/Action canadienne","Prince George, B.C./C.-B.","Employment Counsellor/Conseillère en emploi",279,.64,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","Carol Lee Chapman Marxist-Leninist/Marxiste-Léniniste","Hope, B.C./C.-B.","Retired/Retraitée",109,.25,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","Don Roberts FPNP/FPNP","Prince George, B.C./C.-B.","Licensed Practical Nurse/Infirmier auxiliaire autorisé",95,.22,,
"British Columbia/Colombie-Britannique","Chilliwack--Fraser Canyon","Chuck Strahl ** Conservative/Conservateur","Chilliwack, B.C./C.-B.","Parliamentarian/Parlementaire",26842,55.99,     16827,  35.1
"British Columbia/Colombie-Britannique","Chilliwack--Fraser Canyon","Malcolm James N.D.P./N.P.D.","Lindell Beach, B.C./C.-B.","Teacher/Enseignant",10015,20.89,,
"British Columbia/Colombie-Britannique","Chilliwack--Fraser Canyon","Myra Sweeney Liberal/Libéral","Chilliwack, B.C./C.-B.","Parole Officer/Agente de libération conditionnelle",8106,16.91,,
"British Columbia/Colombie-Britannique","Chilliwack--Fraser Canyon","Ed Baye Green Party/Parti Vert","Chilliwack, B.C./C.-B.","Retired Policeman/Policier à la retraite",1929,4.02,,
"British Columbia/Colombie-Britannique","Chilliwack--Fraser Canyon","Ron Gray Christian Heritage Party/Parti de l'Héritage Chrétien","Langley, B.C./C.-B.","National Party Leader of Christian Heritage Party/Chef national du Parti de l'Héritage Chrétien",935,1.95,,
"British Columbia/Colombie-Britannique","Chilliwack--Fraser Canyon","Dorothy-Jean O'Donnell Marxist-Leninist/Marxiste-Léniniste","Abbotsford, B.C./C.-B.","Lawyer/Avocate",114,.24,,
"British Columbia/Colombie-Britannique","Delta--Richmond East/Delta--Richmond-Est","John Cummins ** Conservative/Conservateur","Delta, B.C./C.-B.","Teacher/Fisherman/Enseignant-Pêcheur",23595,48.44,      8068,  16.6
"British Columbia/Colombie-Britannique","Delta--Richmond East/Delta--Richmond-Est","Patricia Whittaker Liberal/Libéral","Richmond, B.C./C.-B.","Program Coordinator/Coordonnatrice de programme",15527,31.88,,
"British Columbia/Colombie-Britannique","Delta--Richmond East/Delta--Richmond-Est","William Jonsson N.D.P./N.P.D.","New Westminster, B.C./C.-B.","Student/Étudiant",7176,14.73,,
"British Columbia/Colombie-Britannique","Delta--Richmond East/Delta--Richmond-Est","Jean-Philippe Laflamme Green Party/Parti Vert","Richmond, B.C./C.-B.","Flight Attendant/Agent de bord",2414,4.96,,
"British Columbia/Colombie-Britannique","Esquimalt--Juan de Fuca","Keith Martin ** Liberal/Libéral","Victoria, B.C./C.-B.","Parliamentarian/Parlementaire",20761,34.93,      2166,   3.6
"British Columbia/Colombie-Britannique","Esquimalt--Juan de Fuca","Randall Garrison N.D.P./N.P.D.","Victoria, B.C./C.-B.","College Instructor/Instructeur au niveau collégial",18595,31.29,,
"British Columbia/Colombie-Britannique","Esquimalt--Juan de Fuca","Troy DeSouza Conservative/Conservateur","Victoria, B.C./C.-B.","Municipal Lawyer/Avocat municipal",16327,27.47,,
"British Columbia/Colombie-Britannique","Esquimalt--Juan de Fuca","Mike Robinson Green Party/Parti Vert","Sooke, B.C./C.-B.","Wilderness Guide/Guide en milieu sauvage",3385,5.7,,
"British Columbia/Colombie-Britannique","Esquimalt--Juan de Fuca","Douglas Christie WBP/WBP","Saanich, B.C./C.-B.","Lawyer/Avocat",272,.46,,
"British Columbia/Colombie-Britannique","Esquimalt--Juan de Fuca","David Piney Canadian Action/Action canadienne","Victoria, B.C./C.-B.","E-News Editor/Rédactrice journal électronique",89,.15,,
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells","Nina Grewal ** Conservative/Conservateur","Surrey, B.C./C.-B.","Parliamentarian/Parlementaire",14577,33.47,       828,   1.9
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells","Brenda Locke Liberal/Libéral","Surrey, B.C./C.-B.","Executive Director/Directrice exécutive",13749,31.57,,
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells","Barry Bell N.D.P./N.P.D.","Surrey, B.C./C.-B.","Painter/Peintre",10961,25.17,,
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells","Jack Cook Independent/Indépendant","Surrey, B.C./C.-B.","Software Engineer/Ingénieur en logiciel",3202,7.35,,
"British Columbia/Colombie-Britannique","Fleetwood--Port Kells","Duncan McDonald Green Party/Parti Vert","Delta, B.C./C.-B.","Student/Étudiant",1059,2.43,,
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo","Betty Zane Hinton ** Conservative/Conservateur","Kamloops, B.C./C.-B.","Parliamentarian/Parlementaire",20948,39.27,      4531,   8.5
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo","Michael Crawford N.D.P./N.P.D.","Kamloops, B.C./C.-B.","University Professor/Professeur d'université",16417,30.78,,
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo","Ken Sommerfeld Liberal/Libéral","Kamloops, B.C./C.-B.","Lawyer/Avocat",13454,25.22,,
"British Columbia/Colombie-Britannique","Kamloops--Thompson--Cariboo","Matt G. Greenwood Green Party/Parti Vert","Kamloops, B.C./C.-B.","Student/Étudiant",2518,4.72,,
"British Columbia/Colombie-Britannique","Kelowna--Lake Country","Ron Cannan Conservative/Conservateur","Kelowna, B.C./C.-B.","Marketing, Advertising and Sales Consultant/Expert-conseil en marketing (publicité et ventes)",28174,49.17,     13367,  23.3
"British Columbia/Colombie-Britannique","Kelowna--Lake Country","Vern Nielsen Liberal/Libéral","Kelowna, B.C./C.-B.","Businessman/Homme d'affaires",14807,25.84,,
"British Columbia/Colombie-Britannique","Kelowna--Lake Country","Kevin M. Hagglund N.D.P./N.P.D.","Kelowna, B.C./C.-B.","Technical Director/Directeur technique",9538,16.64,,
"British Columbia/Colombie-Britannique","Kelowna--Lake Country","Angela Reid Green Party/Parti Vert","Kelowna, B.C./C.-B.","Industrial Sales/Ventes industrielles",4562,7.96,,
"British Columbia/Colombie-Britannique","Kelowna--Lake Country","David Thomson Canadian Action/Action canadienne","Kelowna, B.C./C.-B.","Retired/Retraité",223,.39,,
"British Columbia/Colombie-Britannique","Kootenay--Columbia","Jim Abbott ** Conservative/Conservateur","Wasa, B.C./C.-B.","Parliamentarian/Parlementaire",22181,54.36,     11621,  28.5
"British Columbia/Colombie-Britannique","Kootenay--Columbia","Brent Bush N.D.P./N.P.D.","Kimberley, B.C./C.-B.","Letter Carrier/Facteur",10560,25.88,,
"British Columbia/Colombie-Britannique","Kootenay--Columbia","Jhim Burwell Liberal/Libéral","Fernie, B.C./C.-B.","Freelance Writer/Photographer/Rédacteur pigiste-Photographe",5443,13.34,,
"British Columbia/Colombie-Britannique","Kootenay--Columbia","Clements Verhoeven Green Party/Parti Vert","Boswell, B.C./C.-B.","Teacher/Enseignant",2490,6.1,,
"British Columbia/Colombie-Britannique","Kootenay--Columbia","Thomas Fredrick Sima Canadian Action/Action canadienne","Elkford, B.C./C.-B.","Unemployed/Sans emploi",132,.32,,
"British Columbia/Colombie-Britannique","Langley","Mark Warawa ** Conservative/Conservateur","Langley, B.C./C.-B.","Parliamentarian/Parlementaire",28577,52.57,     16024,  29.5
"British Columbia/Colombie-Britannique","Langley","Bill Brooks Liberal/Libéral","Surrey, B.C./C.-B.","Business Person/Personne d'affaires",12553,23.09,,
"British Columbia/Colombie-Britannique","Langley","Angel Claypool N.D.P./N.P.D.","Langley, B.C./C.-B.","Community Support Worker/Agente de soutien communautaire",9993,18.38,,
"British Columbia/Colombie-Britannique","Langley","Patrick Meyer Green Party/Parti Vert","Langley, B.C./C.-B.","Systems Administrator/Administrateur de systèmes",3023,5.56,,
"British Columbia/Colombie-Britannique","Langley","Vicki Lee Sloan Canadian Action/Action canadienne","Langley, B.C./C.-B.","Clinical Secretary/Secrétaire médicale",211,.39,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","James Lunney ** Conservative/Conservateur","Errington, B.C./C.-B.","Chiropractor/Chiropraticien",26102,41.36,      5767,   9.1
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","Manjeet Uppal N.D.P./N.P.D.","Parksville, B.C./C.-B.","Instructor/Moniteur",20335,32.23,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","Jim Stewart Liberal/Libéral","Nanaimo, B.C./C.-B.","Realtor/Courtier en immeubles",12023,19.05,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","David Wright Green Party/Parti Vert","Nanaimo, B.C./C.-B.","Retired/Retraité",3379,5.35,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","R. L. Dusty Miller Independent/Indépendant","Port Alberni, B.C./C.-B.","Retired Senior Military Officer/Officier militaire supérieur à la retraite",920,1.46,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","Frank Wagner Christian Heritage Party/Parti de l'Héritage Chrétien","Nanaimo, B.C./C.-B.","Retired/Retraité",136,.22,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","Jen Fisher-Bradley Canadian Action/Action canadienne","Port Alberni, B.C./C.-B.","Artist/Artiste",113,.18,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","Barbara Biley Marxist-Leninist/Marxiste-Léniniste","Courtenay, B.C./C.-B.","Hospital Worker/Travailleuse d'hôpital",94,.15,,
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","Jean Crowder ** N.D.P./N.P.D.","Duncan, B.C./C.-B.","Parliamentarian/Parlementaire",28558,46.77,      8943,  14.6
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","Norm Sowden Conservative/Conservateur","Duncan, B.C./C.-B.","Retired/Retraité",19615,32.13,,
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","Brian Scott Liberal/Libéral","Cowichan Bay, B.C./C.-B.","Businessman/Homme d'affaires",9352,15.32,,
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","Harold Henn Green Party/Parti Vert","Ladysmith, B.C./C.-B.","Papermaker/Fabricant de papier",3107,5.09,,
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","Jeff Warr Canadian Action/Action canadienne","Gabriola Island 5, B.C./C.-B.","Music Teacher/Professeur de musique",277,.45,,
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","Jack East Marxist-Leninist/Marxiste-Léniniste","Campbell River, B.C./C.-B.","Conductor/Conducteur ",148,.24,,
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","Sukh Dhaliwal Liberal/Libéral","Surrey, B.C./C.-B.","Professional Engineer/Ingénieur",15006,34.25,      1000,   2.3
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","Nancy Clegg N.D.P./N.P.D.","Surrey, B.C./C.-B.","Professor/Professeure",14006,31.96,,
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","Phil Eidsvik Conservative/Conservateur","Burnaby, B.C./C.-B.","Executive Director/Directeur exécutif",13416,30.62,,
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","Sunny Athwal Green Party/Parti Vert","Delta, B.C./C.-B.","Financial Advisor/Conseiller financier",853,1.95,,
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","Rob Girn Independent/Indépendant","Surrey, B.C./C.-B.","Businessman/Homme d'affaires",319,.73,,
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","Harjit Daudharia Communist/Communiste","Delta, B.C./C.-B.","Retired/Retraité",112,.26,,
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","Mike Saifie Independent/Indépendant","Surrey, B.C./C.-B.","Systems Analyst/Analyste de systèmes",106,.24,,
"British Columbia/Colombie-Britannique","New Westminster--Coquitlam","Dawn Black N.D.P./N.P.D.","New Westminster, B.C./C.-B.","Community Volunteer/Bénévole en milieu communautaire",19427,38.32,      2933,   5.8
"British Columbia/Colombie-Britannique","New Westminster--Coquitlam","Paul Forseth ** Conservative/Conservateur","New Westminster, B.C./C.-B.","Parliamentarian/Parlementaire",16494,32.53,,
"British Columbia/Colombie-Britannique","New Westminster--Coquitlam","Joyce Murray Liberal/Libéral","New Westminster, B.C./C.-B.","Reforestation Contractor/Entrepreneure en reboisement",11931,23.53,,
"British Columbia/Colombie-Britannique","New Westminster--Coquitlam","Sven Biggs Green Party/Parti Vert","Vancouver, B.C./C.-B.","Student/Étudiant",1496,2.95,,
"British Columbia/Colombie-Britannique","New Westminster--Coquitlam","Paul Warnett Independent/Indépendant","Vancouver, B.C./C.-B.","Lawyer/Avocat",1174,2.32,,
"British Columbia/Colombie-Britannique","New Westminster--Coquitlam","Dick Estey Independent/Indépendant","New Westminster, B.C./C.-B.","Financial Consultant/Conseiller financier",123,.24,,
"British Columbia/Colombie-Britannique","New Westminster--Coquitlam","Joseph Theriault Marxist-Leninist/Marxiste-Léniniste","New Westminster, B.C./C.-B.","Residential Care Aid/Auxiliaire de soins en établissement",54,.11,,
"British Columbia/Colombie-Britannique","North Vancouver","Don Bell ** Liberal/Libéral","North Vancouver, B.C./C.-B.","Parliamentarian/Parlementaire",25357,42.35,      3336,   5.6
"British Columbia/Colombie-Britannique","North Vancouver","Cindy Silver Conservative/Conservateur","North Vancouver, B.C./C.-B.","Lawyer/Avocate",22021,36.78,,
"British Columbia/Colombie-Britannique","North Vancouver","Sherry Shaghaghi N.D.P./N.P.D.","North Vancouver, B.C./C.-B.","Clinical Counsellor/Conseillère clinicienne",7903,13.2,,
"British Columbia/Colombie-Britannique","North Vancouver","Jim Stephenson Green Party/Parti Vert","Lions Bay, B.C./C.-B.","Computer Consultant/Consultant en informatique",4483,7.49,,
"British Columbia/Colombie-Britannique","North Vancouver","Michael Hill Marxist-Leninist/Marxiste-Léniniste","Vancouver, B.C./C.-B.","Warehouse Worker/Travailleur d'entrepôt",112,.19,,
"British Columbia/Colombie-Britannique","Okanagan--Coquihalla","Stockwell Day ** Conservative/Conservateur","Westbank, B.C./C.-B.","Parliamentarian/Parlementaire",25278,50.24,     13703,  27.2
"British Columbia/Colombie-Britannique","Okanagan--Coquihalla","David Perry Liberal/Libéral","Penticton, B.C./C.-B.","Teacher/Enseignant",11575,23.01,,
"British Columbia/Colombie-Britannique","Okanagan--Coquihalla","John Harrop N.D.P./N.P.D.","Naramata, B.C./C.-B.","Retired College Professor/Professeur de collège à la retraite",9660,19.2,,
"British Columbia/Colombie-Britannique","Okanagan--Coquihalla","Karan Bowyer Green Party/Parti Vert","Summerland, B.C./C.-B.","Production Manager/Responsable de production",3802,7.56,,
"British Columbia/Colombie-Britannique","Okanagan--Shuswap","Colin Mayes Conservative/Conservateur","Salmon Arm, B.C./C.-B.","Businessman/Mayor/Homme d'affaires-Maire",24448,44.86,      9897,  18.2
"British Columbia/Colombie-Britannique","Okanagan--Shuswap","Alice Brown N.D.P./N.P.D.","Falkland, B.C./C.-B.","Electrician/Électricienne",14551,26.7,,
"British Columbia/Colombie-Britannique","Okanagan--Shuswap","Will Hansma Liberal/Libéral","Spallumcheen, B.C./C.-B.","Commercial Printer/Imprimeur commercial",12330,22.62,,
"British Columbia/Colombie-Britannique","Okanagan--Shuswap","Harry Naegel Green Party/Parti Vert","Penticton, B.C./C.-B.","Organic Fruit Grower/Producteur de fruits biologiques",2215,4.06,,
"British Columbia/Colombie-Britannique","Okanagan--Shuswap","Gordon Campbell No Affiliation/Aucune appartenance","Armstrong, B.C./C.-B.","Meat Cutter/Découpeur de viande",425,.78,,
"British Columbia/Colombie-Britannique","Okanagan--Shuswap","Darren Seymour Independent/Indépendant","Vernon, B.C./C.-B.","Businessman/Homme d'affaires",359,.66,,
"British Columbia/Colombie-Britannique","Okanagan--Shuswap","Neville O'Grady Canadian Action/Action canadienne","Lumby, B.C./C.-B.","Retired Mechanic/Mécanicien à la retraite",172,.32,,
"British Columbia/Colombie-Britannique","Pitt Meadows--Maple Ridge--Mission","Randy Kamp ** Conservative/Conservateur","Maple Ridge, B.C./C.-B.","Parliamentarian/Parlementaire",20946,40.19,      2721,   5.2
"British Columbia/Colombie-Britannique","Pitt Meadows--Maple Ridge--Mission","Mike Bocking N.D.P./N.P.D.","Mission, B.C./C.-B.","Journalist/Journaliste",18225,34.97,,
"British Columbia/Colombie-Britannique","Pitt Meadows--Maple Ridge--Mission","Keith Henry Liberal/Libéral","North Vancouver, B.C./C.-B.","Business Executive/Homme d'affaires",10556,20.25,,
"British Columbia/Colombie-Britannique","Pitt Meadows--Maple Ridge--Mission","Robert Hornsey Green Party/Parti Vert","Maple Ridge, B.C./C.-B.","Community Development Consultant/Consultant en développement communautaire",1694,3.25,,
"British Columbia/Colombie-Britannique","Pitt Meadows--Maple Ridge--Mission","Dan Banov Marijuana Party/Parti Marijuana","Maple Ridge, B.C./C.-B.","Realtor/Courtier en immeubles",327,.63,,
"British Columbia/Colombie-Britannique","Pitt Meadows--Maple Ridge--Mission","Erin Knipstrom Independent/Indépendant","Maple Ridge, B.C./C.-B.","Student/Étudiante",277,.53,,
